in s,C1 in V
-1.5700E-08,2.03730E-02
-1.5600E-08,1.98848E-02
-1.5500E-08,1.89082E-02
-1.5400E-08,1.84199E-02
-1.5300E-08,1.79316E-02
-1.5200E-08,1.74434E-02
-1.5100E-08,1.69551E-02
-1.5000E-08,1.64668E-02
-1.4900E-08,1.59785E-02
-1.4800E-08,1.54902E-02
-1.4700E-08,1.50020E-02
-1.4600E-08,1.50020E-02
-1.4500E-08,1.54902E-02
-1.4400E-08,1.54902E-02
-1.4300E-08,1.59785E-02
-1.4200E-08,1.59785E-02
-1.4100E-08,1.54902E-02
-1.4000E-08,1.50020E-02
-1.3900E-08,1.40254E-02
-1.3800E-08,1.35371E-02
-1.3700E-08,1.30488E-02
-1.3600E-08,1.25605E-02
-1.3500E-08,1.25605E-02
-1.3400E-08,1.25605E-02
-1.3300E-08,1.20723E-02
-1.3200E-08,1.15840E-02
-1.3100E-08,1.06074E-02
-1.3000E-08,9.63086E-03
-1.2900E-08,9.14258E-03
-1.2800E-08,9.14258E-03
-1.2700E-08,9.14258E-03
-1.2600E-08,9.63086E-03
-1.2500E-08,9.63086E-03
-1.2400E-08,9.63086E-03
-1.2300E-08,9.14258E-03
-1.2200E-08,8.16602E-03
-1.2100E-08,7.67773E-03
-1.2000E-08,6.70117E-03
-1.1900E-08,6.70117E-03
-1.1800E-08,6.70117E-03
-1.1700E-08,7.18945E-03
-1.1600E-08,7.67773E-03
-1.1500E-08,7.67773E-03
-1.1400E-08,7.18945E-03
-1.1300E-08,6.70117E-03
-1.1200E-08,5.72461E-03
-1.1100E-08,5.23633E-03
-1.1000E-08,5.23633E-03
-1.0900E-08,5.23633E-03
-1.0800E-08,5.72461E-03
-1.0700E-08,6.21289E-03
-1.0600E-08,6.21289E-03
-1.0500E-08,6.21289E-03
-1.0400E-08,5.72461E-03
-1.0300E-08,5.72461E-03
-1.0200E-08,5.72461E-03
-1.0100E-08,5.72461E-03
-1.0000E-08,5.72461E-03
-9.9000E-09,5.72461E-03
-9.8000E-09,5.23633E-03
-9.7000E-09,4.74805E-03
-9.6000E-09,3.77148E-03
-9.5000E-09,3.28320E-03
