in s,C1 in V
4.0000E-09,4.99133E-02
4.1000E-09,5.06945E-02
4.2000E-09,5.14758E-02
4.3000E-09,5.20617E-02
4.4000E-09,5.26477E-02
4.5000E-09,5.30383E-02
4.6000E-09,5.34289E-02
4.7000E-09,5.36242E-02
4.8000E-09,5.38195E-02
4.9000E-09,5.40148E-02
5.0000E-09,5.42102E-02
5.1000E-09,5.44055E-02
5.2000E-09,5.47961E-02
5.3000E-09,5.51867E-02
5.4000E-09,5.55773E-02
5.5000E-09,5.59680E-02
5.6000E-09,5.61633E-02
5.7000E-09,5.63586E-02
5.8000E-09,5.63586E-02
5.9000E-09,5.65539E-02
6.0000E-09,5.67492E-02
6.1000E-09,5.71398E-02
6.2000E-09,5.77258E-02
6.3000E-09,5.83117E-02
6.4000E-09,5.87023E-02
6.5000E-09,5.88977E-02
6.6000E-09,5.90930E-02
6.7000E-09,5.90930E-02
6.8000E-09,5.92883E-02
6.9000E-09,5.96789E-02
7.0000E-09,6.00695E-02
7.1000E-09,6.06555E-02
7.2000E-09,6.10461E-02
7.3000E-09,6.14367E-02
7.4000E-09,6.16320E-02
7.5000E-09,6.18273E-02
7.6000E-09,6.18273E-02
7.7000E-09,6.18273E-02
7.8000E-09,6.20227E-02
7.9000E-09,6.22180E-02
8.0000E-09,6.24133E-02
8.1000E-09,6.26086E-02
8.2000E-09,6.28039E-02
8.3000E-09,6.29992E-02
8.4000E-09,6.31945E-02
8.5000E-09,6.33898E-02
8.6000E-09,6.35852E-02
8.7000E-09,6.37805E-02
8.8000E-09,6.39758E-02
8.9000E-09,6.41711E-02
9.0000E-09,6.41711E-02
9.1000E-09,6.43664E-02
9.2000E-09,6.45617E-02
9.3000E-09,6.47570E-02
9.4000E-09,6.49523E-02
9.5000E-09,6.51477E-02
9.6000E-09,6.53430E-02
9.7000E-09,6.53430E-02
9.8000E-09,6.53430E-02
9.9000E-09,6.55383E-02
1.0000E-08,6.55383E-02
1.0100E-08,6.57336E-02
1.0200E-08,6.59289E-02
1.0300E-08,6.61242E-02
1.0400E-08,6.61242E-02
1.0500E-08,6.61242E-02
1.0600E-08,6.61242E-02
1.0700E-08,6.61242E-02
1.0800E-08,6.61242E-02
1.0900E-08,6.63195E-02
1.1000E-08,6.63195E-02
1.1100E-08,6.65148E-02
1.1200E-08,6.65148E-02
1.1300E-08,6.65148E-02
1.1400E-08,6.63195E-02
1.1500E-08,6.63195E-02
1.1600E-08,6.63195E-02
1.1700E-08,6.63195E-02
1.1800E-08,6.65148E-02
1.1900E-08,6.67102E-02
1.2000E-08,6.67102E-02
1.2100E-08,6.67102E-02
1.2200E-08,6.65148E-02
